# step x_cm g psi1_integral psi2_integral
14 0.28 9 -2.14244e-13 -4.30231e-13
14 0.28 10 2.07879e-12 4.09858e-12
14 0.28 11 -1.94265e-11 -3.72458e-11
14 0.28 12 1.72667e-10 3.17914e-10
14 0.28 13 -1.44241e-09 -2.50664e-09
14 0.28 14 1.12166e-08 1.79511e-08
14 0.28 15 -8.09488e-08 -1.15341e-07
14 0.28 16 5.49397e-07 6.71773e-07
14 0.28 17 -3.66631e-06 -3.84733e-06
14 0.28 18 4.95384e-05 4.96908e-05
14 0.28 19 5.09075e-05 -4.60399e-05
14 0.28 20 2.34874e-15 -2.05873e-15
14 0.28 21 2.40127e-37 -2.04352e-37
14 0.28 22 5.44231e-71 -4.50381e-71
14 0.28 23 2.73537e-116 -2.20442e-116
14 0.28 24 3.04977e-173 -2.39656e-173
14 0.28 25 7.54462e-242 -5.78787e-242
14 0.28 26 4.15015e-322 -3.06321e-322
14 0.28 27 0 0
14 0.28 28 0 0
14 0.28 29 0 0
14 0.28 30 0 0
14 0.28 31 0 0
14 0.28 32 0 0
14 0.28 33 0 0
14 0.28 34 0 0
14 0.28 35 0 0
14 0.28 36 0 0
14 0.28 37 0 0
14 0.28 38 0 0
14 0.28 39 0 0
14 0.28 40 0 0
14 0.28 41 0 0
14 0.28 42 0 0
14 0.28 43 0 0
14 0.28 44 0 0
14 0.28 45 0 0
14 0.28 46 0 0
14 0.28 47 0 0
14 0.28 48 0 0
14 0.28 49 0 0
15 0.3 0 1.08522e-22 -1.29688e-22
15 0.3 1 -9.75544e-21 -9.18966e-21
15 0.3 2 8.00427e-20 1.1237e-19
15 0.3 3 -6.27287e-19 -1.03418e-18
15 0.3 4 5.23737e-18 9.34848e-18
15 0.3 5 -4.61925e-17 -8.60347e-17
15 0.3 6 4.22345e-16 8.04289e-16
15 0.3 7 -3.93324e-15 -7.55675e-15
15 0.3 8 3.67338e-14 7.0462e-14
15 0.3 9 -3.39232e-13 -6.43425e-13
15 0.3 10 3.05692e-12 5.67421e-12
15 0.3 11 -2.65376e-11 -4.76077e-11
15 0.3 12 2.19205e-10 3.73829e-10
15 0.3 13 -1.70362e-09 -2.69801e-09
15 0.3 14 1.23621e-08 1.7571e-08
15 0.3 15 -8.39123e-08 -1.02106e-07
15 0.3 16 5.4579e-07 5.43618e-07
15 0.3 17 -3.61694e-06 -3.06468e-06
15 0.3 18 5.22553e-05 4.91646e-05
15 0.3 19 4.81468e-05 -4.622e-05
15 0.3 20 2.22786e-15 -2.07243e-15
15 0.3 21 2.28361e-37 -2.06218e-37
15 0.3 22 5.18774e-71 -4.55511e-71
