0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.195326467	0.195326467	0.195326467
5.109353772	5.109353772	5.109353772
2.176355862	2.176355862	2.176355862
3.910468459	3.910468459	3.910468459
2.518917652	2.518917652	2.518917652
2.861888556	2.861888556	2.861888556
2.892106594	2.892106594	2.892106594
3.282844794	3.282844794	3.282844794
2.44664304	2.44664304	2.44664304
3.366794116	3.366794116	3.366794116
5.380254724	5.380254724	5.380254724
2.2388852	2.2388852	2.2388852
2.258264763	2.258264763	2.258264763
1.730369802	1.730369802	1.730369802
2.80225986	2.80225986	2.80225986
4.202669029	4.202669029	4.202669029
2.319345892	2.319345892	2.319345892
3.202158109	3.202158109	3.202158109
3.592577862	3.592577862	3.592577862
1.730623088	1.730623088	1.730623088
3.464817921	3.464817921	3.464817921
3.839550625	3.839550625	3.839550625
3.278068406	3.278068406	3.278068406
